chrom	chrompos	abspos	bincount	ratio
chr3	80542014	572992008	0	0.0
chr3	80819996	573269990	0	0.0
chr3	81110132	573560126	0	0.0
chr3	81386914	573836908	0	0.0
chr3	81665717	574115711	0	0.0
chr3	81945524	574395518	0	0.0
chr3	82225582	574675576	0	0.0
chr3	82509182	574959176	0	0.0
chr3	82786722	575236716	0	0.0
chr3	83066090	575516084	0	0.0
chr3	83343953	575793947	0	0.0
chr3	83621873	576071867	0	0.0
chr3	83900902	576350896	0	0.0
chr3	84179204	576629198	0	0.0
chr3	84457042	576907036	0	0.0
chr3	84736718	577186712	0	0.0
chr3	85014442	577464436	0	0.0
chr3	85293874	577743868	0	0.0
chr3	85573280	578023274	0	0.0
chr3	85850248	578300242	0	0.0
chr3	86131737	578581731	0	0.0
chr3	86410562	578860556	0	0.0
chr3	86687111	579137105	0	0.0
chr3	86964509	579414503	0	0.0
chr3	87242748	579692742	0	0.0
chr3	87522628	579972622	0	0.0
chr3	87801091	580251085	0	0.0
chr3	88082684	580532678	0	0.0
chr3	88361416	580811410	0	0.0
chr3	88643393	581093387	0	0.0
chr3	88926060	581376054	0	0.0
chr3	89204147	581654141	0	0.0
chr3	89486596	581936590	0	0.0
chr3	89769382	582219376	0	0.0
chr3	90060753	582510747	0	0.0
chr3	90346311	582796305	0	0.0
chr3	93640186	586090180	0	0.0
chr3	93917639	586367633	0	0.0
chr3	94196262	586646256	0	0.0
chr3	94477184	586927178	0	0.0
chr3	94759449	587209443	0	0.0
chr3	95038887	587488881	0	0.0
chr3	95316304	587766298	0	0.0
chr3	95600714	588050708	0	0.0
chr3	95878832	588328826	0	0.0
chr3	96155795	588605789	0	0.0
chr3	96435457	588885451	0	0.0
chr3	96715547	589165541	0	0.0
chr3	96992719	589442713	0	0.0
chr3	97272027	589722021	0	0.0
chr3	97554005	590003999	0	0.0
chr3	97834060	590284054	0	0.0
chr3	98114384	590564378	0	0.0
chr3	98394619	590844613	0	0.0
chr3	98676293	591126287	0	0.0
chr3	98957484	591407478	0	0.0
chr3	99241510	591691504	0	0.0
chr3	99523221	591973215	0	0.0
chr3	99799847	592249841	0	0.0
chr3	100077965	592527959	0	0.0
chr3	100362603	592812597	0	0.0
chr3	100641388	593091382	0	0.0
chr3	100922006	593372000	0	0.0
chr3	101202322	593652316	0	0.0
chr3	101485986	593935980	0	0.0
chr3	101765975	594215969	0	0.0
chr3	102045399	594495393	0	0.0
chr3	102322928	594772922	0	0.0
chr3	102601910	595051904	0	0.0
chr3	102882208	595332202	0	0.0
chr3	103166934	595616928	0	0.0
chr3	103450567	595900561	0	0.0
chr3	103727743	596177737	0	0.0
chr3	104005229	596455223	0	0.0
chr3	104283307	596733301	0	0.0
chr3	104559777	597009771	0	0.0
chr3	104836186	597286180	0	0.0
chr3	105115729	597565723	0	0.0
chr3	105397087	597847081	0	0.0
chr3	105673664	598123658	0	0.0
chr3	105953870	598403864	0	0.0
chr3	106230801	598680795	0	0.0
chr3	106511061	598961055	0	0.0
chr3	106795343	599245337	0	0.0
chr3	107076286	599526280	0	0.0
chr3	107352709	599802703	0	0.0
chr3	107636203	600086197	0	0.0
chr3	107913442	600363436	0	0.0
chr3	108196565	600646559	0	0.0
chr3	108480280	600930274	0	0.0
chr3	108757183	601207177	0	0.0
chr3	109040533	601490527	0	0.0
chr3	109321671	601771665	0	0.0
chr3	109602854	602052848	0	0.0
chr3	109884443	602334437	0	0.0
chr3	110165707	602615701	0	0.0
chr3	110445776	602895770	0	0.0
chr3	110725782	603175776	0	0.0
chr3	111006932	603456926	0	0.0
chr3	111290803	603740797	0	0.0
chr3	111570888	604020882	0	0.0
chr3	111848271	604298265	0	0.0
chr3	112131288	604581282	0	0.0
chr3	112412869	604862863	0	0.0
chr3	112694676	605144670	0	0.0
chr3	112979530	605429524	0	0.0
chr3	113260905	605710899	0	0.0
chr3	113537603	605987597	0	0.0
chr3	113815296	606265290	0	0.0
chr3	114096093	606546087	0	0.0
chr3	114372539	606822533	0	0.0
chr3	114651397	607101391	0	0.0
chr3	114929247	607379241	0	0.0
chr3	115210156	607660150	0	0.0
chr3	115488477	607938471	0	0.0
chr3	115766330	608216324	0	0.0
chr3	116047774	608497768	0	0.0
chr3	116334482	608784476	0	0.0
chr3	116614235	609064229	0	0.0
chr3	116892699	609342693	0	0.0
chr3	117171528	609621522	0	0.0
chr3	117448414	609898408	0	0.0
chr3	117726926	610176920	0	0.0
chr3	118005972	610455966	0	0.0
chr3	118283848	610733842	0	0.0
chr3	118561324	611011318	0	0.0
chr3	118854434	611304428	0	0.0
chr3	119133144	611583138	0	0.0
chr3	119410648	611860642	0	0.0
chr3	119687715	612137709	0	0.0
chr3	119964690	612414684	0	0.0
chr3	120246155	612696149	0	0.0
chr3	120533688	612983682	0	0.0
chr3	120820745	613270739	0	0.0
chr3	121102837	613552831	0	0.0
chr3	121382801	613832795	0	0.0
chr3	121664976	614114970	0	0.0
chr3	121949712	614399706	0	0.0
chr3	122227030	614677024	0	0.0
chr3	122508630	614958624	0	0.0
chr3	122786415	615236409	0	0.0
chr3	123063012	615513006	0	0.0
chr3	123340213	615790207	0	0.0
chr3	123618178	616068172	0	0.0
chr3	123901487	616351481	0	0.0
chr3	124179620	616629614	0	0.0
chr3	124455937	616905931	0	0.0
chr3	124735477	617185471	0	0.0
chr3	125013704	617463698	0	0.0
chr3	125290241	617740235	0	0.0
chr3	125581223	618031217	0	0.0
chr3	125872537	618322531	0	0.0
chr3	126156712	618606706	0	0.0
chr3	126434065	618884059	0	0.0
chr3	126714444	619164438	0	0.0
chr3	126991502	619441496	0	0.0
chr3	127270803	619720797	0	0.0
chr3	127547519	619997513	0	0.0
chr3	127824208	620274202	0	0.0
chr3	128100582	620550576	0	0.0
chr3	128377113	620827107	0	0.0
chr3	128655349	621105343	0	0.0
chr3	128938707	621388701	0	0.0
chr3	129220617	621670611	0	0.0
chr3	129498039	621948033	0	0.0
chr3	129779880	622229874	0	0.0
chr3	130076465	622526459	0	0.0
chr3	130358708	622808702	0	0.0
chr3	130640370	623090364	0	0.0
chr3	130919461	623369455	0	0.0
chr3	131204405	623654399	0	0.0
chr3	131482704	623932698	0	0.0
chr3	131761411	624211405	0	0.0
chr3	132045561	624495555	0	0.0
chr3	132328754	624778748	0	0.0
chr3	132615360	625065354	0	0.0
chr3	132903420	625353414	0	0.0
chr3	133182660	625632654	0	0.0
chr3	133465971	625915965	0	0.0
chr3	133743797	626193791	0	0.0
chr3	134022160	626472154	0	0.0
chr3	134299862	626749856	0	0.0
chr3	134577300	627027294	0	0.0
chr3	134860115	627310109	0	0.0
chr3	135145112	627595106	0	0.0
chr3	135433301	627883295	0	0.0
chr3	135713976	628163970	0	0.0
chr3	135994431	628444425	0	0.0
chr3	136279473	628729467	0	0.0
chr3	136556666	629006660	0	0.0
chr3	136842889	629292883	0	0.0
chr3	137126930	629576924	0	0.0
chr3	137416440	629866434	0	0.0
chr3	137696639	630146633	0	0.0
chr3	137975214	630425208	0	0.0
chr3	138254092	630704086	0	0.0
chr3	138532409	630982403	0	0.0
chr3	138810803	631260797	0	0.0
chr3	139094241	631544235	0	0.0
chr3	139376128	631826122	0	0.0
chr3	139654778	632104772	0	0.0
chr3	139932225	632382219	0	0.0
chr3	140209830	632659824	0	0.0
chr3	140488947	632938941	0	0.0
chr3	140767635	633217629	0	0.0
chr3	141047812	633497806	0	0.0
chr3	141324510	633774504	0	0.0
chr3	141606844	634056838	0	0.0
chr3	141885013	634335007	0	0.0
chr3	142166425	634616419	0	0.0
chr3	142445994	634895988	0	0.0
chr3	142723069	635173063	0	0.0
chr3	143001896	635451890	0	0.0
chr3	143279218	635729212	0	0.0
chr3	143559375	636009369	0	0.0
chr3	143837664	636287658	0	0.0
chr3	144114505	636564499	0	0.0
chr3	144391508	636841502	0	0.0
chr3	144669913	637119907	0	0.0
chr3	144948697	637398691	0	0.0
chr3	145230846	637680840	0	0.0
chr3	145508983	637958977	0	0.0
chr3	145793110	638243104	0	0.0
chr3	146072261	638522255	0	0.0
chr3	146350815	638800809	0	0.0
chr3	146629960	639079954	0	0.0
chr3	146912049	639362043	0	0.0
chr3	147188876	639638870	0	0.0
chr3	147467879	639917873	0	0.0
chr3	147744857	640194851	0	0.0
chr3	148024197	640474191	0	0.0
chr3	148310135	640760129	0	0.0
chr3	148588548	641038542	0	0.0
chr3	148866760	641316754	0	0.0
chr3	149144070	641594064	0	0.0
chr3	149420932	641870926	0	0.0
chr3	149701414	642151408	0	0.0
chr3	149978837	642428831	0	0.0
chr3	150255768	642705762	0	0.0
chr3	150534286	642984280	0	0.0
chr3	150814227	643264221	0	0.0
chr3	151093973	643543967	0	0.0
chr3	151373214	643823208	0	0.0
chr3	151651417	644101411	0	0.0
chr3	151929311	644379305	0	0.0
chr3	152207407	644657401	0	0.0
chr3	152485520	644935514	0	0.0
chr3	152763106	645213100	0	0.0
chr3	153044282	645494276	0	0.0
chr3	153328071	645778065	0	0.0
chr3	153608195	646058189	0	0.0
chr3	153889646	646339640	0	0.0
chr3	154170930	646620924	0	0.0
chr3	154449859	646899853	0	0.0
chr3	154731395	647181389	0	0.0
chr3	155014113	647464107	0	0.0
chr3	155303109	647753103	0	0.0
chr3	155580510	648030504	0	0.0
chr3	155859310	648309304	0	0.0
chr3	156140054	648590048	0	0.0
chr3	156417083	648867077	0	0.0
chr3	156699064	649149058	0	0.0
chr3	156977142	649427136	0	0.0
chr3	157254786	649704780	0	0.0
chr3	157535889	649985883	0	0.0
chr3	157823745	650273739	0	0.0
chr3	158103872	650553866	0	0.0
chr3	158390770	650840764	0	0.0
chr3	158668832	651118826	0	0.0
chr3	158955096	651405090	0	0.0
chr3	159241311	651691305	0	0.0
chr3	159519947	651969941	0	0.0
chr3	159797093	652247087	0	0.0
chr3	160075582	652525576	0	0.0
chr3	160353294	652803288	0	0.0
chr3	160629952	653079946	0	0.0
chr3	160914101	653364095	0	0.0
chr3	161191134	653641128	0	0.0
chr3	161470118	653920112	0	0.0
chr3	161748188	654198182	0	0.0
chr3	162026460	654476454	0	0.0
chr3	162310579	654760573	0	0.0
chr3	162587249	655037243	0	0.0
chr3	162866103	655316097	0	0.0
chr3	163152157	655602151	0	0.0
chr3	163433506	655883500	0	0.0
chr3	163712698	656162692	0	0.0
chr3	163992212	656442206	0	0.0
chr3	164272620	656722614	0	0.0
chr3	164553758	657003752	0	0.0
chr3	164831160	657281154	0	0.0
chr3	165109726	657559720	0	0.0
chr3	165393714	657843708	0	0.0
chr3	165672280	658122274	0	0.0
chr3	165957295	658407289	0	0.0
chr3	166235605	658685599	0	0.0
chr3	166515591	658965585	0	0.0
chr3	166794875	659244869	0	0.0
chr3	167075808	659525802	0	0.0
chr3	167355447	659805441	0	0.0
chr3	167632956	660082950	0	0.0
chr3	167913643	660363637	0	0.0
chr3	168193961	660643955	0	0.0
chr3	168472242	660922236	0	0.0
chr3	168753654	661203648	0	0.0
chr3	169030074	661480068	0	0.0
chr3	169307903	661757897	0	0.0
chr3	169591959	662041953	0	0.0
chr3	169868594	662318588	0	0.0
chr3	170145960	662595954	0	0.0
chr3	170427659	662877653	0	0.0
chr3	170711642	663161636	0	0.0
chr3	170988992	663438986	0	0.0
chr3	171268418	663718412	0	0.0
chr3	171549604	663999598	0	0.0
chr3	171826802	664276796	0	0.0
chr3	172103491	664553485	0	0.0
chr3	172381366	664831360	0	0.0
chr3	172658621	665108615	0	0.0
chr3	172935132	665385126	0	0.0
chr3	173214604	665664598	0	0.0
chr3	173492094	665942088	0	0.0
chr3	173769064	666219058	0	0.0
chr3	174049660	666499654	0	0.0
chr3	174329144	666779138	0	0.0
chr3	174609286	667059280	0	0.0
chr3	174887949	667337943	0	0.0
chr3	175170122	667620116	0	0.0
chr3	175447484	667897478	0	0.0
chr3	175729122	668179116	0	0.0
chr3	176009817	668459811	0	0.0
chr3	176289832	668739826	0	0.0
chr3	176571699	669021693	0	0.0
chr3	176849963	669299957	0	0.0
chr3	177131546	669581540	0	0.0
chr3	177410987	669860981	0	0.0
chr3	177688124	670138118	0	0.0
chr3	177966114	670416108	0	0.0
chr3	178242397	670692391	0	0.0
chr3	178521816	670971810	0	0.0
chr3	178806054	671256048	0	0.0
chr3	179089926	671539920	0	0.0
chr3	179368411	671818405	0	0.0
chr3	179645733	672095727	0	0.0
chr3	179924040	672374034	0	0.0
chr3	180209507	672659501	0	0.0
chr3	180488509	672938503	0	0.0
chr3	180765978	673215972	0	0.0
chr3	181045589	673495583	0	0.0
chr3	181324457	673774451	0	0.0
chr3	181601415	674051409	0	0.0
chr3	181878348	674328342	0	0.0
chr3	182158752	674608746	0	0.0
chr3	182436202	674886196	0	0.0
chr3	182713973	675163967	0	0.0
chr3	182995236	675445230	0	0.0
chr3	183272018	675722012	0	0.0
chr3	183552087	676002081	0	0.0
chr3	183829249	676279243	0	0.0
chr3	184106094	676556088	0	0.0
chr3	184382620	676832614	0	0.0
chr3	184659522	677109516	0	0.0
chr3	184936934	677386928	0	0.0
chr3	185215917	677665911	0	0.0
chr3	185499115	677949109	0	0.0
chr3	185776985	678226979	0	0.0
chr3	186053891	678503885	0	0.0
chr3	186331604	678781598	0	0.0
chr3	186613355	679063349	0	0.0
chr3	186890957	679340951	0	0.0
chr3	187178026	679628020	0	0.0
chr3	187455270	679905264	0	0.0
chr3	187739309	680189303	0	0.0
chr3	188015636	680465630	0	0.0
chr3	188294602	680744596	0	0.0
chr3	188574310	681024304	0	0.0
chr3	188857195	681307189	0	0.0
chr3	189134324	681584318	0	0.0
chr3	189413262	681863256	0	0.0
chr3	189690248	682140242	0	0.0
chr3	189968602	682418596	0	0.0
chr3	190247717	682697711	0	0.0
chr3	190524594	682974588	0	0.0
chr3	190806413	683256407	0	0.0
chr3	191083006	683533000	0	0.0
chr3	191362450	683812444	0	0.0
chr3	191641699	684091693	0	0.0
chr3	191923464	684373458	0	0.0
chr3	192199994	684649988	0	0.0
chr3	192481854	684931848	0	0.0
chr3	192763077	685213071	0	0.0
chr3	193040935	685490929	0	0.0
chr3	193319156	685769150	0	0.0
chr3	193596687	686046681	0	0.0
chr3	193873173	686323167	0	0.0
chr3	194156264	686606258	0	0.0
chr3	194434483	686884477	0	0.0
chr3	194711909	687161903	0	0.0
chr3	194995409	687445403	0	0.0
chr3	195288762	687738756	0	0.0
chr3	195604051	688054045	0	0.0
chr3	195903813	688353807	0	0.0
chr3	196182674	688632668	0	0.0
chr3	196460546	688910540	0	0.0
chr3	196739874	689189868	0	0.0
chr3	197017382	689467376	0	0.0
chr3	197297812	689747806	0	0.0
chr3	197597816	690047810	0	0.0
chr4	0	690472424	0	0.0
chr4	304747	690777171	0	0.0
chr4	584079	691056503	0	0.0
chr4	866657	691339081	0	0.0
chr4	1146165	691618589	0	0.0
chr4	1481398	691953822	0	0.0
chr4	1760803	692233227	0	0.0
chr4	2038485	692510909	0	0.0
chr4	2316739	692789163	0	0.0
chr4	2595289	693067713	0	0.0
chr4	2872398	693344822	0	0.0
chr4	3149879	693622303	0	0.0
chr4	3427705	693900129	0	0.0
chr4	3711684	694184108	0	0.0
chr4	3999048	694471472	0	0.0
chr4	4298011	694770435	0	0.0
chr4	4575576	695048000	0	0.0
chr4	4852345	695324769	0	0.0
chr4	5132979	695605403	0	0.0
chr4	5416005	695888429	0	0.0
chr4	5702452	696174876	0	0.0
chr4	5984749	696457173	0	0.0
chr4	6262046	696734470	0	0.0
chr4	6538918	697011342	0	0.0
chr4	6817977	697290401	0	0.0
chr4	7096742	697569166	0	0.0
chr4	7374221	697846645	0	0.0
chr4	7652531	698124955	0	0.0
chr4	7929593	698402017	0	0.0
chr4	8207084	698679508	0	0.0
chr4	8484253	698956677	0	0.0
chr4	8776110	699248534	0	0.0
chr4	9087095	699559519	0	0.0
chr4	9538580	700011004	0	0.0
chr4	9830590	700303014	0	0.0
chr4	10107979	700580403	0	0.0
chr4	10386004	700858428	0	0.0
chr4	10663553	701135977	0	0.0
chr4	10946869	701419293	0	0.0
chr4	11235192	701707616	0	0.0
chr4	11520972	701993396	0	0.0
chr4	11804764	702277188	0	0.0
chr4	12082344	702554768	0	0.0
chr4	12365822	702838246	0	0.0
chr4	12645645	703118069	0	0.0
chr4	12929787	703402211	0	0.0
chr4	13208403	703680827	0	0.0
chr4	13486650	703959074	0	0.0
chr4	13765938	704238362	0	0.0
chr4	14049582	704522006	0	0.0
chr4	14328825	704801249	0	0.0
chr4	14611297	705083721	0	0.0
chr4	14897721	705370145	0	0.0
chr4	15177503	705649927	0	0.0
chr4	15460668	705933092	0	0.0
chr4	15737861	706210285	0	0.0
chr4	16021287	706493711	0	0.0
chr4	16298279	706770703	0	0.0
chr4	16581716	707054140	0	0.0
chr4	16858733	707331157	0	0.0
chr4	17141907	707614331	0	0.0
chr4	17418620	707891044	0	0.0
chr4	17696546	708168970	0	0.0
chr4	17976772	708449196	0	0.0
chr4	18257475	708729899	0	0.0
chr4	18536921	709009345	0	0.0
chr4	18817125	709289549	0	0.0
chr4	19100367	709572791	0	0.0
chr4	19379743	709852167	0	0.0
chr4	19660699	710133123	0	0.0
chr4	19939401	710411825	0	0.0
chr4	20219413	710691837	0	0.0
chr4	20495893	710968317	0	0.0
chr4	20777734	711250158	0	0.0
chr4	21055229	711527653	0	0.0
chr4	21342007	711814431	0	0.0
chr4	21619946	712092370	0	0.0
chr4	21899039	712371463	0	0.0
chr4	22182300	712654724	0	0.0
chr4	22461486	712933910	0	0.0
chr4	22739061	713211485	0	0.0
chr4	23018354	713490778	0	0.0
chr4	23295362	713767786	0	0.0
chr4	23573005	714045429	0	0.0
chr4	23859337	714331761	0	0.0
chr4	24135874	714608298	0	0.0
chr4	24413793	714886217	0	0.0
chr4	24691805	715164229	0	0.0
chr4	24970478	715442902	0	0.0
chr4	25247447	715719871	0	0.0
chr4	25524688	715997112	0	0.0
chr4	25801251	716273675	0	0.0
chr4	26078423	716550847	0	0.0
chr4	26357252	716829676	0	0.0
chr4	26636511	717108935	0	0.0
chr4	26916406	717388830	0	0.0
chr4	27200933	717673357	0	0.0
chr4	27484282	717956706	0	0.0
chr4	27761298	718233722	0	0.0
chr4	28038358	718510782	0	0.0
chr4	28315229	718787653	0	0.0
chr4	28593503	719065927	0	0.0
chr4	28870464	719342888	0	0.0
chr4	29147729	719620153	0	0.0
chr4	29425080	719897504	0	0.0
chr4	29703451	720175875	0	0.0
chr4	29981752	720454176	0	0.0
chr4	30259361	720731785	0	0.0
chr4	30536371	721008795	0	0.0
chr4	30813025	721285449	0	0.0
chr4	31091168	721563592	0	0.0
chr4	31368340	721840764	0	0.0
chr4	31645640	722118064	0	0.0
chr4	31939479	722411903	0	0.0
chr4	32217704	722690128	0	0.0
chr4	32498068	722970492	0	0.0
chr4	32776579	723249003	0	0.0
chr4	33060147	723532571	0	0.0
chr4	33337116	723809540	0	0.0
chr4	33614436	724086860	0	0.0
chr4	33892333	724364757	0	0.0
chr4	34168831	724641255	0	0.0
chr4	34446305	724918729	0	0.0
chr4	34725889	725198313	0	0.0
chr4	35002502	725474926	0	0.0
chr4	35279626	725752050	0	0.0
chr4	35558086	726030510	0	0.0
chr4	35839780	726312204	0	0.0
chr4	36116627	726589051	0	0.0
chr4	36394159	726866583	0	0.0
chr4	36672233	727144657	0	0.0
chr4	36950397	727422821	0	0.0
chr4	37231407	727703831	0	0.0
chr4	37511315	727983739	0	0.0
chr4	37789775	728262199	0	0.0
chr4	38068136	728540560	0	0.0
chr4	38345048	728817472	0	0.0
chr4	38625154	729097578	0	0.0
chr4	38903985	729376409	0	0.0
chr4	39181365	729653789	0	0.0
chr4	39460883	729933307	0	0.0
chr4	39739799	730212223	0	0.0
chr4	40016726	730489150	0	0.0
chr4	40294601	730767025	0	0.0
chr4	40571948	731044372	0	0.0
chr4	40851464	731323888	0	0.0
chr4	41128747	731601171	0	0.0
chr4	41409230	731881654	0	0.0
chr4	41686125	732158549	0	0.0
chr4	41964109	732436533	0	0.0
chr4	42241118	732713542	0	0.0
chr4	42519018	732991442	0	0.0
chr4	42797433	733269857	0	0.0
chr4	43075388	733547812	0	0.0
chr4	43359092	733831516	0	0.0
chr4	43638320	734110744	0	0.0
chr4	43921146	734393570	0	0.0
chr4	44200291	734672715	0	0.0
chr4	44480679	734953103	0	0.0
chr4	44759401	735231825	0	0.0
chr4	45039649	735512073	0	0.0
chr4	45317366	735789790	0	0.0
chr4	45595680	736068104	0	0.0
chr4	45876559	736348983	0	0.0
chr4	46156860	736629284	0	0.0
chr4	46436802	736909226	0	0.0
chr4	46717669	737190093	0	0.0
chr4	46997505	737469929	0	0.0
chr4	47276289	737748713	0	0.0
chr4	47555619	738028043	0	0.0
chr4	47833080	738305504	0	0.0
chr4	48115589	738588013	0	0.0
chr4	48394979	738867403	0	0.0
chr4	48676226	739148650	0	0.0
chr4	48961257	739433681	0	0.0
chr4	49506150	739978574	0	0.0
chr4	52851753	743324177	0	0.0
chr4	53132784	743605208	0	0.0
chr4	53424260	743896684	0	0.0
chr4	53706760	744179184	0	0.0
chr4	53987187	744459611	0	0.0
chr4	54277274	744749698	0	0.0
chr4	54558650	745031074	0	0.0
chr4	54845388	745317812	0	0.0
chr4	55126682	745599106	0	0.0
chr4	55406137	745878561	0	0.0
chr4	55683665	746156089	0	0.0
chr4	55966024	746438448	0	0.0
chr4	56245465	746717889	0	0.0
chr4	56527150	746999574	0	0.0
chr4	56808430	747280854	0	0.0
chr4	57085964	747558388	0	0.0
chr4	57368829	747841253	0	0.0
chr4	57647565	748119989	0	0.0
chr4	57924455	748396879	0	0.0
chr4	58204089	748676513	0	0.0
chr4	58490246	748962670	0	0.0
chr4	58774300	749246724	0	0.0
chr4	59056788	749529212	0	0.0
chr4	59337559	749809983	0	0.0
chr4	59616591	750089015	0	0.0
chr4	59951557	750423981	0	0.0
chr4	60234592	750707016	0	0.0
chr4	60515272	750987696	0	0.0
chr4	60793951	751266375	0	0.0
chr4	61073567	751545991	0	0.0
chr4	61352249	751824673	0	0.0
chr4	61632315	752104739	0	0.0
chr4	61914586	752387010	0	0.0
chr4	62192132	752664556	0	0.0
chr4	62471770	752944194	0	0.0
chr4	62756823	753229247	0	0.0
chr4	63039662	753512086	0	0.0
chr4	63318069	753790493	0	0.0
chr4	63603034	754075458	0	0.0
chr4	63881357	754353781	0	0.0
chr4	64164729	754637153	0	0.0
chr4	64447775	754920199	0	0.0
chr4	64726194	755198618	0	0.0
chr4	65005351	755477775	0	0.0
chr4	65284238	755756662	0	0.0
chr4	65562445	756034869	0	0.0
chr4	65847952	756320376	0	0.0
chr4	66134241	756606665	0	0.0
chr4	66416611	756889035	0	0.0
chr4	66695557	757167981	0	0.0
chr4	66976192	757448616	0	0.0
chr4	67256264	757728688	0	0.0
chr4	67535403	758007827	0	0.0
chr4	67814645	758287069	0	0.0
chr4	68099852	758572276	0	0.0
chr4	68378803	758851227	0	0.0
chr4	68656181	759128605	0	0.0
chr4	68939403	759411827	0	0.0
chr4	69225632	759698056	0	0.0
chr4	69512132	759984556	0	0.0
chr4	69793494	760265918	0	0.0
chr4	70074175	760546599	0	0.0
chr4	70370244	760842668	0	0.0
chr4	70652358	761124782	0	0.0
chr4	70932633	761405057	0	0.0
chr4	71218859	761691283	0	0.0
chr4	71498830	761971254	0	0.0
chr4	71776019	762248443	0	0.0
chr4	72066409	762538833	0	0.0
chr4	72345925	762818349	0	0.0
chr4	72623492	763095916	0	0.0
chr4	72902935	763375359	0	0.0
chr4	73185284	763657708	0	0.0
chr4	73467886	763940310	0	0.0
chr4	73748672	764221096	0	0.0
chr4	74026701	764499125	0	0.0
chr4	74304930	764777354	0	0.0
chr4	74585445	765057869	0	0.0
chr4	74865763	765338187	0	0.0
chr4	75145325	765617749	0	0.0
chr4	75522095	765994519	0	0.0
chr4	75805491	766277915	0	0.0
chr4	76086507	766558931	0	0.0
chr4	76376579	766849003	0	0.0
chr4	76655390	767127814	0	0.0
chr4	76932479	767404903	0	0.0
chr4	77209868	767682292	0	0.0
chr4	77487263	767959687	0	0.0
chr4	77765193	768237617	0	0.0
chr4	78044298	768516722	0	0.0
chr4	78322688	768795112	0	0.0
chr4	78603859	769076283	0	0.0
chr4	78882242	769354666	0	0.0
chr4	79167442	769639866	0	0.0
chr4	79453582	769926006	0	0.0
chr4	79733087	770205511	0	0.0
chr4	80012041	770484465	0	0.0
chr4	80294520	770766944	0	0.0
chr4	80573914	771046338	0	0.0
chr4	80856588	771329012	0	0.0
chr4	81146124	771618548	0	0.0
chr4	81424844	771897268	0	0.0
chr4	81705038	772177462	0	0.0
chr4	81985917	772458341	0	0.0
chr4	82267311	772739735	0	0.0
chr4	82546072	773018496	0	0.0
chr4	82822819	773295243	0	0.0
chr4	83110780	773583204	0	0.0
chr4	83389676	773862100	0	0.0
chr4	83666819	774139243	0	0.0
chr4	83943762	774416186	0	0.0
chr4	84224177	774696601	0	0.0
chr4	84501972	774974396	0	0.0
chr4	84779575	775251999	0	0.0
chr4	85066786	775539210	0	0.0
chr4	85347516	775819940	0	0.0
chr4	85625657	776098081	0	0.0
chr4	85904921	776377345	0	0.0
chr4	86185083	776657507	0	0.0
chr4	86463977	776936401	0	0.0
chr4	86745080	777217504	0	0.0
chr4	87028923	777501347	0	0.0
chr4	87315101	777787525	0	0.0
chr4	87596028	778068452	0	0.0
chr4	87877936	778350360	0	0.0
chr4	88155618	778628042	0	0.0
chr4	88439065	778911489	0	0.0
chr4	88726493	779198917	0	0.0
chr4	89005511	779477935	0	0.0
chr4	89284014	779756438	0	0.0
chr4	89562669	780035093	0	0.0
chr4	89841952	780314376	0	0.0
chr4	90123409	780595833	0	0.0
chr4	90401615	780874039	0	0.0
chr4	90679547	781151971	0	0.0
chr4	90957400	781429824	0	0.0
chr4	91240988	781713412	0	0.0
chr4	91520414	781992838	0	0.0
chr4	91804850	782277274	0	0.0
chr4	92084370	782556794	0	0.0
chr4	92367665	782840089	0	0.0
chr4	92647695	783120119	0	0.0
chr4	92935295	783407719	0	0.0
chr4	93216539	783688963	0	0.0
chr4	93495324	783967748	0	0.0
chr4	93771773	784244197	0	0.0
chr4	94052151	784524575	0	0.0
chr4	94329633	784802057	0	0.0
chr4	94620902	785093326	0	0.0
chr4	94899966	785372390	0	0.0
chr4	95182736	785655160	0	0.0
chr4	95463184	785935608	0	0.0
chr4	95742591	786215015	0	0.0
chr4	96023687	786496111	0	0.0
chr4	96306627	786779051	0	0.0
chr4	96585434	787057858	0	0.0
chr4	96869433	787341857	0	0.0
chr4	97146821	787619245	0	0.0
chr4	97429164	787901588	0	0.0
chr4	97707213	788179637	0	0.0
chr4	97989509	788461933	0	0.0
chr4	98269185	788741609	0	0.0
chr4	98549594	789022018	0	0.0
chr4	98837301	789309725	0	0.0
chr4	99115852	789588276	0	0.0
chr4	99399571	789871995	0	0.0
chr4	99683054	790155478	0	0.0
chr4	99962433	790434857	0	0.0
chr4	100244428	790716852	0	0.0
chr4	100525478	790997902	0	0.0
chr4	100805472	791277896	0	0.0
chr4	101090316	791562740	0	0.0
chr4	101368097	791840521	0	0.0
chr4	101647288	792119712	0	0.0
chr4	101926100	792398524	0	0.0
chr4	102202777	792675201	0	0.0
chr4	102484626	792957050	0	0.0
chr4	102763309	793235733	0	0.0
chr4	103042680	793515104	0	0.0
chr4	103326594	793799018	0	0.0
chr4	103605558	794077982	0	0.0
chr4	103892710	794365134	0	0.0
chr4	104173032	794645456	0	0.0
chr4	104453764	794926188	0	0.0
chr4	104741133	795213557	0	0.0
chr4	105022292	795494716	0	0.0
chr4	105302281	795774705	0	0.0
chr4	105581259	796053683	0	0.0
chr4	105869180	796341604	0	0.0
chr4	106148117	796620541	0	0.0
chr4	106430107	796902531	0	0.0
chr4	106707933	797180357	0	0.0
